movie id,movie title,genres,movie_summary
662,Somewhere in Time (1980),"Drama,Romance","Somewhere in Time is a 1980 American romantic fantasy drama film directed by Jeannot Szwarc. It is a film adaptation of the 1975 novel Bid Time Return by Richard Matheson, who also wrote the screenplay. The film stars Christopher Reeve, Jane Seymour, and Christopher Plummer.
Reeve plays Richard Collier, a playwright who becomes obsessed with a photograph of a young woman at the Grand Hotel. Through self-hypnosis, he wishes himself back in time to the year 1912 to find love with actress Elise McKenna (portrayed by Seymour), but comes into conflict with Elise's manager, William Fawcett Robinson (portrayed by Plummer), who fears that romance will derail her career and resolves to stop him.
The film is known for its musical score composed by John Barry. The 18th variation of Sergei Rachmaninoff's Rhapsody on a Theme of Paganini also appears several times."
663,Being There (1979),Comedy,"Being There is a 1979 American comedy-drama film directed by Hal Ashby. Based on the 1970 novel of the same name by Jerzy Kosiński, it was adapted for the screen by Kosiński and the uncredited Robert C. Jones. The film stars Peter Sellers and Shirley MacLaine, and features Jack Warden, Melvyn Douglas, Richard Dysart, and Richard Basehart.
Douglas won the Academy Award for Best Supporting Actor and Sellers was nominated for Best Actor. The screenplay won the British Academy Film Award for Best Screenplay and the Writers Guild of America Award for Best Comedy Adapted from Another Medium. It was also nominated for the Golden Globe Award for Best Screenplay.
In 2015, the United States Library of Congress selected Being There for preservation in the National Film Registry, finding it ""culturally, historically, or aesthetically significant""."
664,"Paris, Texas (1984)",Drama,"Paris, Texas is a 1984 road movie directed by Wim Wenders and starring Harry Dean Stanton, Dean Stockwell, Nastassja Kinski, and Hunter Carson. The screenplay was written by L. M. Kit Carson and playwright Sam Shepard, while the distinctive musical score was composed by Ry Cooder. The film was a co-production between companies in France and West Germany, and was shot in the United States by Robby Müller.
The plot focuses on a vagabond named Travis (Stanton) who, after mysteriously wandering out of the desert in a dissociative fugue, attempts to reunite with his brother (Stockwell) and seven-year-old son (Carson). After reconnecting with his son, Travis and the boy end up embarking on a voyage through the American Southwest to track down Travis' long-missing wife (Kinski).
At the 1984 Cannes Film Festival, the film won the Palme d'Or from the official jury, as well as the FIPRESCI Prize and the Prize of the Ecumenical Jury. It went on to win other honors and critical acclaim."
665,Alien 3 (1992),"Action,Horror,Sci-Fi,Thriller","Alien 3 (stylized as ALIEN³) is a 1992 American science fiction horror film directed by David Fincher and written by David Giler, Walter Hill and Larry Ferguson from a story by Vincent Ward. It stars Sigourney Weaver reprising her role as Ellen Ripley. It is the third installment of the Alien franchise.
Set right after the events of Aliens, Ripley and an Alien organism (Tom Woodruff Jr.) are the only survivors of the Colonial Marine spaceship Sulaco's escape pod's crash on a planet housing a penal colony populated by violent male inmates. Additional roles are played by Charles Dance, Brian Glover, Charles S. Dutton, Ralph Brown, Paul McGann, Danny Webb, Lance Henriksen, Holt McCallany, Pete Postlethwaite, and Danielle Edmond.
The film faced problems during production, including shooting without a script, with various screenwriters and directors attached. Fincher, in his feature directorial debut, was brought in to direct after a proposed version with Vincent Ward as director was cancelled well into preproduction.
Alien 3 was released on May 22, 1992. While it underperformed at the American box office, it earned over $100 million outside North America. The film received mixed reviews and was regarded as inferior to previous installments. Fincher has since disowned the film, blaming studio interference and deadlines. It was nominated for an Academy Award for Best Visual Effects, seven Saturn Awards (Best Science Fiction Film, Best Actress for Weaver, Best Supporting Actor for Dutton, Best Direction for Fincher, and Best Writing for Giler, Hill, and Ferguson), a Hugo Award for Best Dramatic Presentation, and an MTV Movie Award for Best Action Sequence. In 2003, a revised version of the film known as the Assembly Cut was released without Fincher's involvement, and received a warmer reception.A sequel, Alien Resurrection, was released in 1997, with Weaver reprising her role as Ripley in the film.

"
666,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,"Blood for Dracula is a 1974 horror film written and directed by Paul Morrissey and starring Udo Kier, Joe Dallesandro, Maxime McKendry, Stefania Casini, Arno Juerging, and Vittorio de Sica. Upon initial 1974 release in West Germany and the United States Blood for Dracula was released as Andy Warhol's Dracula. 
The film involves Count Dracula arriving in Italy to feast upon the blood of virgins, only to find difficulty with this due to the lack of virgins present in Italy.
Filming began shortly after the completion of Flesh for Frankenstein. Italian director Antonio Margheriti is credited in Italian prints of the film despite not directing it. This misattribution led both producer Carlo Ponti and Margheriti to be put on trial for ""continued and aggravated fraud against the state"" by attempting to gain benefits by law for Italian films.According to the American Film Institute, the film opened to mixed reviews."
667,Audrey Rose (1977),Horror,"Audrey Rose is a 1977 American psychological horror drama film directed by Robert Wise and starring Marsha Mason, Anthony Hopkins, and Susan Swift. It was based on the novel of the same name by Frank De Felitta. The plot is about a young girl who is believed by a man to be a reincarnation of his dead daughter."
668,Blood Beach (1981),"Action,Horror","Blood Beach is a 1981 American horror film written and directed by Jeffrey Bloom, and starring David Huffman, John Saxon and Burt Young. The premise, conceived by Steven Nalevansky, involved a creature lurking beneath the sand of Santa Monica Beach that attacks locals and vacationers. The film's tagline was: ""Just when you thought it was safe to go back in the water...you can't get to it."""
669,Body Parts (1991),Horror,"Body Parts is a 1991 horror thriller film that was directed by Eric Red, produced by Frank Mancuso Jr., jointly scripted by Red and Norman Snider, who dramatized a story that Patricia Herskovic and Joyce Taylor had based on the horror novel Choice Cuts by Boileau-Narcejac, and released by Paramount Pictures. The film stars Jeff Fahey, Kim Delaney, Brad Dourif and Zakes Mokae."
670,Body Snatchers (1993),"Horror,Sci-Fi,Thriller","Body Snatchers is a 1993 American science fiction horror film directed by Abel Ferrara and starring Gabrielle Anwar, Billy Wirth, Terry Kinney, Meg Tilly, Christine Elise, R. Lee Ermey and Forest Whitaker. It is loosely based on the 1955 novel The Body Snatchers by Jack Finney, with a screenplay by Nicholas St. John, Stuart Gordon, and Dennis Paoli.
Body Snatchers is the third film adaptation of Finney's novel, the first being Invasion of the Body Snatchers in 1956, followed by a remake of the same name in 1978. The plot revolves around the discovery that people working at a military base in Alabama are being replaced by perfect physical imitations grown from plantlike pods. The duplicates are indistinguishable from normal people except for their utter lack of emotion."
671,Bride of Frankenstein (1935),Horror,"The Bride of Frankenstein is a 1935 American science-fiction horror film, the first sequel to Universal Pictures' 1931 hit Frankenstein. It is widely regarded as one of the greatest sequels in cinematic history, with many fans and critics considering it to be an improvement on the original Frankenstein.  As with the first film, Bride of Frankenstein was directed by James Whale and stars Boris Karloff as the Monster. The sequel features Elsa Lanchester in the dual role of Mary Shelley and the Monster's mate at the end of the film.  Colin Clive reprises his role as Henry Frankenstein, and Ernest Thesiger plays the role of Doctor Septimus Pretorius.
The movie starts as an immediate sequel to the events that concluded the earlier film, and is rooted in a subplot of the original Mary Shelley novel, Frankenstein (1818). In the film, a chastened Henry Frankenstein abandons his plans to create life, only to be tempted and finally coerced by his old mentor Dr. Pretorius, along with threats from the Monster, into constructing a mate for the Monster.
The preparation to film the sequel began shortly after the premiere of the first film, but script problems delayed the project. Principal photography began in January 1935, with creative personnel from the original returning in front of and behind the camera. Bride of Frankenstein was released to critical and popular acclaim, although it encountered difficulties with some state and national censorship boards. Since its release the film's reputation has grown, and it is now frequently considered one of the greatest sequels ever made. It has been hailed as Whale's masterpiece. In 1998, the film was added to the United States National Film Registry, having been deemed ""culturally, historically or aesthetically significant""."
672,Candyman (1992),Horror,"Candyman is a 1992 American supernatural horror film written and directed by Bernard Rose, and starring Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, and Vanessa Williams. Based on the short story ""The Forbidden"" by Clive Barker, the film follows a graduate student in Chicago completing a thesis on urban legends, which leads her to the legend of ""Candyman"", the ghost of an artist and son of a slave who was murdered in the late 19th century.
The film came to fruition after a chance meeting between director Rose and Clive Barker, who had recently completed his own film adaptation of Nightbreed (1990). Rose expressed interest in Barker's story ""The Forbidden"", and Barker agreed to license the rights. Where Barker's story revolved around themes of the British class system in contemporary Liverpool, Rose chose to refit the story to Cabrini-Green public housing development in Chicago and instead focus on themes of race and social class in inner-city United States. 
Candyman was released theatrically by TriStar Pictures and PolyGram Filmed Entertainment on October 16, 1992, and grossed over $25 million domestically. It was followed by two sequels, Candyman: Farewell to the Flesh (1995) and Candyman: Day of the Dead (1999). Candyman is regarded in some critical circles as a contemporary classic of horror cinema."
673,Cape Fear (1962),"Film-Noir,Thriller","Cape Fear is a 1962 American neo-noir psychological thriller film starring Robert Mitchum, Gregory Peck, Martin Balsam, and Polly Bergen. It was adapted by James R. Webb from the 1957 novel The Executioners by John D. MacDonald. It was initially storyboarded by Alfred Hitchcock (who was slated to direct but who quit over a dispute), subsequently directed by J. Lee Thompson, and released on April 12, 1962. The film concerns an attorney whose family is stalked by a criminal he helped to send to jail.
Cape Fear was remade in 1991 by Martin Scorsese. Peck, Mitchum, and Balsam all appeared in the remake."
674,Cat People (1982),Horror,"Cat People is a 1982 American erotic horror film directed by Paul Schrader. It stars Nastassja Kinski and Malcolm McDowell; John Heard, Annette O'Toole, Ruby Dee, Ed Begley Jr., Scott Paulin, and Frankie Faison play supporting roles. Wilbur Stark and Jerry Bruckheimer served as executive producers. Alan Ormsby wrote the screenplay, basing it loosely on the story by DeWitt Bodeen, the screenwriter for the  original Cat People (1942). Giorgio Moroder composed the film's score, including the theme song, which features lyrics and vocals by David Bowie."
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,"Nosferatu: A Symphony of Horror (German: Nosferatu, eine Symphonie des Grauens), or simply Nosferatu, is a 1922 silent German Expressionist horror film directed by F. W. Murnau and starring Max Schreck as Count Orlok, a vampire with an interest in both a new residence and the wife (Greta Schröder) of his estate agent (Gustav von Wangenheim). The film is an unauthorized adaptation of Bram Stoker's 1897 novel Dracula. Various names and other details were changed from the novel, including the word vampire being replaced with nosferatu, and Count Dracula being renamed Count Orlok.
Stoker's heirs sued over the adaptation, and a court ruling ordered all copies of the film to be destroyed. However, a few prints of Nosferatu survived, and the film came to be regarded as an influential masterpiece of cinema.The film was released in the United States on 3 June 1929, seven years after its original premiere in Germany."
676,"Crucible, The (1996)",Drama,"The Crucible is a 1996 American historical drama film written by Arthur Miller adapting his play of the same title, inspired by the Salem witchcraft trials. It was directed by Nicholas Hytner and stars Daniel Day-Lewis as John Proctor, Winona Ryder as Abigail Williams, Paul Scofield as Judge Thomas Danforth, Bruce Davison as Reverend Parris, and Joan Allen as Elizabeth Proctor. Much of the filming took place on Hog Island in Ipswich, Massachusetts.
Despite the film's lacklustre box office performance, Arthur Miller was nominated for the Oscar for Best Adapted Screenplay and Joan Allen received a nomination for Best Supporting Actress. The performances of Day-Lewis, Scofield, and Ryder were also the subjects of critical praise."
677,Fire on the Mountain (1996),Documentary,"Fire on the Mountain is a 1996 documentary about the 10th Mountain Division during World War II. The film follows the division from its training at Camp Hale in Colorado through  its campaign in Italy. The end of the film shows the careers of 10th Mountain Division veterans, who were involved in starting the ski industry in Colorado. The film includes interviews of several of these veterans, including environmentalist David Brower."
678,Volcano (1997),"Drama,Thriller","Volcano is a 1997 American disaster film directed by Mick Jackson and produced by Andrew Z. Davis, Neal H. Moritz and Lauren Shuler Donner. The storyline was conceived from a screenplay written by Jerome Armstrong and Billy Ray. The film features Tommy Lee Jones, Anne Heche, and Don Cheadle. Jones is cast as the head of the Los Angeles County Office of Emergency Management (LAC OEM), which has complete authority in the event of an emergency or natural disaster. His character attempts to divert the path of a dangerous lava flow through the streets of Los Angeles following the formation of a volcano at the La Brea Tar Pits.
A joint collective effort to commit to the film's production was made by the film studios of 20th Century Fox, Moritz Original and Shuler Donner/Donner Productions. It was commercially distributed by 20th Century Fox. Volcano explores civil viewpoints, such as awareness, evacuation and crisis prevention. Although the film used extensive special effects, it failed to receive any award nominations from mainstream motion picture organizations for its production merits.
Volcano premiered in theaters nationwide in the United States on April 25, 1997 grossing $49,323,468 in domestic ticket receipts, on a $90 million budget. It earned an additional $73.5 million in business through international release to top out at a combined $122,823,468 in gross revenue. Despite its release and recognition, Dante's Peak (which was released 2 months before) gained more commercial success than Volcano. It was also met with mixed critical reviews before its initial screening in cinemas. The Region 1 code widescreen edition of the film featuring special features was released on DVD in the United States on March 9, 1999.

"
679,Conan the Barbarian (1981),"Action,Adventure","Conan the Barbarian (also known as Conan the Cimmerian) is a fictional sword and sorcery hero who originated in pulp magazines and has since been adapted to books, comics, several films (including Conan the Barbarian and Conan the Destroyer), television programs (animated and live-action), video games, role-playing games, and other media. The character was created by writer Robert E. Howard in 1932 for a series of fantasy stories published in Weird Tales magazine."
680,Kull the Conqueror (1997),"Action,Adventure","Kull the Conqueror is a 1997 fantasy film about the Robert E. Howard character Kull starring Kevin Sorbo. It is a film adaptation of Howard's Conan novel The Hour of the Dragon, with the protagonist changed to the author's other barbarian hero Kull. The storyline also bears similarities to two other Howard stories, the Kull story ""By This Axe I Rule!"" and the Conan story ""The Phoenix on the Sword"", which was actually a rewrite of the Kull story.The film was originally intended to be the third Conan film, Conan the Conqueror. The protagonist was changed due to Arnold Schwarzenegger's refusal to reprise his role as Conan and Sorbo's reluctance to redo a character already played. Screenwriter Charles Edward Pogue has stated that he was extremely displeased with this film, feeling that his script was ruined by studio interference."
681,Wishmaster (1997),Horror,"Wishmaster is a 1997 American fantasy slasher film directed by Robert Kurtzman. The film was executive produced by Wes Craven, and is the only film of the Wishmaster series with his name attached. Its plot concerns a djinn, a wish-granting, evil genie who is released from a jewel and seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow djinn to inhabit and enslave the Earth.
The film stars Andrew Divoff as The Djinn and Tammy Lauren.
The film was followed by three sequels, Wishmaster 2: Evil Never Dies (1999), Wishmaster 3: Beyond the Gates of Hell (2001) and Wishmaster: The Prophecy Fulfilled (2002)."
682,I Know What You Did Last Summer (1997),"Horror,Mystery,Thriller","I Know What You Did Last Summer is a  1997 American slasher film directed by Jim Gillespie, written by Kevin Williamson, and starring Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, and Freddie Prinze Jr.. Loosely based on the 1973 novel of the same name by Lois Duncan and is the first installment in I Know What You Did Last Summer trilogy. The film centers on four young friends who are stalked by a hook-wielding killer one year after covering up a car accident in which they killed a man. The film also draws inspiration from the urban legend known as the Hook.
After having written Scream (released the year prior), Williamson was approached to adapt Duncan's source novel by producer Erik Feig. Where Williamson's screenplay for Scream contained prominent elements of satire and self-referentiality, his adaptation of I Know What You Did Last Summer reworked the novel's central plot to resemble a straightforward 1980s-era slasher film. Shot on location in California and North Carolina in the spring of 1997, I Know What You Did Last Summer was released theatrically in North America on October 17, 1997. It received mixed reviews from critics but was commercially successful, grossing $125 million worldwide on a budget of $17 million, and remaining number 1 at the U.S. box office for three consecutive weeks. It was also nominated for and won multiple awards.The film was followed by two sequels, I Still Know What You Did Last Summer (1998) and I'll Always Know What You Did Last Summer (2006). I Know What You Did Last Summer has also been parodied and referenced in popular culture, and credited alongside Scream with revitalizing the slasher genre in the 1990s.

"
683,Rocket Man (1997),Comedy,"RocketMan (also written as Rocket Man) is a 1997 American comic science fiction film directed by Stuart Gillard and starring Harland Williams, Jessica Lundy, William Sadler and Jeffrey DeMunn. It was produced by Walt Disney Pictures and Caravan Pictures, and was released on October 10, 1997.


== Plot ==
NASA is training for the first manned mission to Mars by the spacecraft Aries. Due to a supposed glitch in the computer navigation system, NASA looks for the original programmer of the software to understand why it seems to be broken. Fred Z. Randall (Harland Williams), the programmer who wrote the software, meets Paul Wick (Jeffrey DeMunn), the flight director of the Mars mission; William ""Wild Bill"" Overbeck (William Sadler), the commander of the Mars mission; and astronaut Gary Hackman (Peter Onorati), the computer specialist. Fred looks at the software and discovers that the problem is actually stemming from a mathematical error made by Gary. After a display of hard-headed stubbornness by Gary, he is hit in the head by a model of the Pilgrim 1 Mars lander, resulting in a skull fracture. NASA decides to replace him instead of delaying the mission. Fred is brought to NASA to see if he has what it takes to be an astronaut; he, along with Gordon Peacock, go through a series of exercises, which sees Fred do well, even going as far to break every record that Bill had. In the end, Fred gets the job."
684,In the Line of Fire (1993),"Action,Thriller","In the Line of Fire is a 1993 American political thriller film, directed by Wolfgang Petersen and starring Clint Eastwood, John Malkovich and Rene Russo. Written by Jeff Maguire, the film is about a disillusioned and obsessed former CIA agent who attempts to assassinate the President of the United States and the Secret Service agent who tracks him. Eastwood's character is the sole active-duty Secret Service agent remaining from the detail guarding John F. Kennedy in Dallas, Texas, at the time of his assassination in 1963. The film also stars Dylan McDermott, Gary Cole, John Mahoney, and Fred Thompson.
The film was co-produced by Columbia Pictures and Castle Rock Entertainment, with Columbia handling distribution. Eastwood and Petersen also originally offered the role of Leary to Robert De Niro, who turned it down due to scheduling conflicts with A Bronx Tale.  After In the  Line of Fire, Eastwood directed every film he starred in, until 2012's Trouble with the Curve.  This is also the last film Eastwood starred in that he did not also produce or direct."
685,Executive Decision (1996),"Action,Thriller","Executive Decision is a 1996 American action thriller film directed by Stuart Baird in his directorial debut, and stars Kurt Russell, Steven Seagal, Halle Berry, Oliver Platt, David Suchet and John Leguizamo. It was released in the United States on March 15, 1996, and grossed $122 million against a $55 million budget."
686,"Perfect World, A (1993)","Action,Drama","A Perfect World is a 1993 American drama film directed by Clint Eastwood. It stars Kevin Costner as an escaped convict who befriends a young boy (T.J. Lowther) and ends up embarking on a road trip with the child. Eastwood co-stars as a Texas Ranger in pursuit of the convict.


== Plot ==
In 1963 Texas, convicts Robert ""Butch"" Haynes (Kevin Costner) and Terry Pugh (Keith Szarabajka) escape from the state penitentiary in Huntsville. Fleeing, Pugh stumbles into a house where eight-year-old Phillip Perry (T.J. Lowther) lives with his devout Jehovah's Witness mother and two sisters. Butch follows, and hits Pugh to make him stop molesting the mother. Needing a hostage to aid their escape, Butch grabs the boy, who meekly accompanies them. The trio's journey soon hits an unpleasant note as Butch kills Terry, following the latter's attempt to harm the child. With his partner out of the way, the convict and his young victim take to the Texas highway in a bid to flee from the pursuing police.
Meanwhile, Texas Ranger Red Garnett (Clint Eastwood), riding in Governor John Connolly's  airstream trailer, is in pursuit."
687,McHale's Navy (1997),"Comedy,War","McHale's Navy is a 1997 military comedy film starring Tom Arnold. The movie is based on the 1962-1966 television series of the same name. Ernest Borgnine was the only member of the original television show's cast to appear in the film.


== Plot ==
The film opens in the Caribbean, on the Island of San Moreno, where a trio of important looking men (a Chinese militant, a Russian General, and a European businessman) are meeting with the island's governor. After paying him a suitcase full of money for a special operation, the three men are joined, via helicopter, by Major Vladakov (Tim Curry), the second best terrorist in the world, who will be in charge of the operation. This entire event is witnessed by a young boy named Roberto who takes pictures of the governor, the Major, and his men.
The next morning finds retired Lt. Commander Quinton McHale (Tom Arnold) making his way to the Naval base of San Ysidro, where he does some trading with the officers. Such goods and services include selling home-brewed beer, ice cream, and swimsuit calendars to the men of the San Ysidro Naval Base in exchange for things like medicine and satellite photos to help out the people of San Moreno. The satellite photos are actually his way of spying on the opposing children's baseball team."
688,Leave It to Beaver (1997),Comedy,"Leave It to Beaver is a black-and-white American television sitcom broadcast between 1957 and 1963 about an inquisitive and often naïve boy, Theodore ""The Beaver"" Cleaver (portrayed by Jerry Mathers), and his adventures at home, school, and around his suburban neighborhood. The show also starred Barbara Billingsley and Hugh Beaumont as Beaver's parents, June and Ward Cleaver, and Tony Dow as Beaver's brother Wally. The show has attained an iconic status in the United States, with the Cleavers exemplifying the idealized suburban family of the mid-20th century.The show was created by the writers Joe Connelly and Bob Mosher. These veterans of radio and early television found inspiration for the show's characters, plots, and dialogue in the lives, experiences and conversations of their own children. Leave It to Beaver is one of the first primetime sitcom series written from a child's point of view. Like several television dramas and sitcoms of the late 1950s and early 1960s (Lassie and My Three Sons), Leave It to Beaver is a glimpse of middle-class American boyhood. In a typical episode, Beaver gets into some sort of boyish scrape, then faces his parents for reprimand and correction. Neither parent was omniscient or infallible; the series often showed the parents debating their approach to child rearing, and some episodes were built around parental gaffes.
Leave It to Beaver ran for six full 39-week seasons (234 episodes). The series had its debut on CBS on October 4, 1957. The following season, it moved to ABC, where it stayed until completing its run on June 20, 1963. Throughout the show's run, it was shot with a single camera on black-and-white 35mm film. The show's production companies included the comedian George Gobel's Gomalco Productions (1957–61) and Kayro Productions (1961–63) with filming at Revue Studios/Republic Studios and Universal Studios in Los Angeles. The show was distributed by MCA TV.
The still-popular show ended its run in 1963 primarily because it had reached its natural conclusion: In the show, Wally was about to enter college and the fraternal dynamic at the heart of the show's premise would be broken with their separation.
Contemporary commentators praised Leave It to Beaver, with Variety comparing Beaver to Mark Twain's Tom Sawyer. Much juvenile merchandise was released during the show's first run, including board games, novels, and comic books. The show has enjoyed a renaissance in popularity since the 1970s through off-network syndication, a reunion telemovie (Still the Beaver, 1983) and a sequel series, The New Leave It to Beaver (1985–89). In 1997, a movie version based on the original series was released to negative reviews. In October 2007, TV Land celebrated the show's 50th anniversary with a marathon. Although the show never broke into the Nielsen ratings top 30 or won any awards, it placed on Time magazine's unranked 2007 list of ""All-TIME 100 TV Shows"".

"
689,"Jackal, The (1997)","Action,Thriller","The Jackal is a 1997 American political action thriller film directed by Michael Caton-Jones, and starring Bruce Willis, Richard Gere, and Sidney Poitier. The film, which is a remake of the 1973 British-French film The Day of the Jackal, involves the hunt for a paid assassin. The film earned mostly negative reviews from critics, but was successful at the box office, grossing $159.3 million worldwide against a $60 million budget."
690,Seven Years in Tibet (1997),"Drama,War","Seven Years in Tibet is a 1997 American biographical war drama film based on the 1952 book of the same name written by Austrian mountaineer Heinrich Harrer on his experiences in Tibet between 1944 and 1951 during World War II, the interim period, and the Chinese People's Liberation Army's invasion of Tibet in 1950. Directed by Jean-Jacques Annaud and starring Brad Pitt and David Thewlis, the score was composed by John Williams and features cellist Yo-Yo Ma.
In the story, Austrians Heinrich Harrer (Pitt) and Peter Aufschnaiter (Thewlis) are mountaineering in British India in an area that is now Gilgit-Baltistan in Pakistan. When World War II begins in 1939, their German citizenship results in their imprisonment by the British in a POW camp in Dehradun in the Himalayan foothills, in the present-day Indian state of Uttarakhand. In 1944, Harrer and Aufschnaiter escape the prison, and cross the border into Tibet, traversing the treacherous high plateau. While in Tibet, after initially being ordered to return to India, they are welcomed at the holy city of Lhasa, and become absorbed into an unfamiliar way of life. Harrer is introduced to the 14th Dalai Lama, who is still a boy, and becomes one of his tutors. During their time together, Heinrich becomes a close friend to the young spiritual leader. Harrer and Aufschnaiter stay in the country until the Chinese military campaign in 1950."
691,Dark City (1998),"Film-Noir,Sci-Fi,Thriller","Dark City is a 1998 neo-noir science fiction film directed by Alex Proyas and starring Rufus Sewell, Kiefer Sutherland, Jennifer Connelly, and William Hurt. The screenplay was written by Proyas, Lem Dobbs, and David S. Goyer. Sewell plays John Murdoch, an amnesiac man who finds himself suspected of murder. Murdoch attempts to discover his true identity and clear his name while on the run from the police and a mysterious group known only as the ""Strangers"".The majority of the film was shot at Fox Studios Australia. An American and Australian production, it was jointly produced by New Line Cinema and Mystery Clock Cinema. New Line Cinema distributed the theatrical release. The film premiered in the United States on February 27, 1998. The film was nominated for Hugo and Saturn Awards. For the theatrical release, the studio was concerned that the audience would not understand the film and asked Proyas to add an explanatory voice-over narration to the introduction. A director's cut was released in 2008, restoring and preserving Proyas's original artistic vision for the film. Some critics have noted its similarities and influence on the Matrix series, which came out a year later.

"
692,"American President, The (1995)","Comedy,Drama,Romance","The American President is a 1995 American romantic comedy-drama film directed by Rob Reiner and written by Aaron Sorkin. The film stars Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, and Richard Dreyfuss. In the film, President Andrew Shepherd (Douglas) is a widower who pursues a relationship with environmental lobbyist Sydney Ellen Wade (Bening) – who has just moved to Washington, D.C. – while at the same time attempting to win the passage of a crime control bill during a re-election year.
Composer Marc Shaiman was nominated for the Academy Award for Best Original Musical or Comedy Score for The American President. The film was nominated for Golden Globes for Best Director, Best Screenplay, Best Actor in a Comedy/Musical for Michael Douglas, Best Actress in a Comedy/Musical for Annette Bening, and Best Comedy/Musical. The American Film Institute ranked The American President No. 75 on its list of America's Greatest Love Stories.

"
693,Casino (1995),Drama,"Casino is a 1995 American epic crime film directed by Martin Scorsese, produced by Barbara De Fina and distributed by Universal Pictures. It starred Robert De Niro, Sharon Stone, and Joe Pesci. The film is based on the nonfiction book Casino: Love and Honor in Las Vegas by Nicholas Pileggi, who also co-wrote the screenplay for the film with Scorsese. The film marks the eighth collaboration between director Scorsese and De Niro.
Casino follows Sam ""Ace"" Rothstein (De Niro), a Jewish American gambling expert handicapper who is asked by the Chicago Outfit to oversee the day-to-day casino and hotel operations at the Tangiers Casino in Las Vegas. Supporting characters include Nicholas ""Nicky"" Santoro (Pesci), a ""made man"" and friend of Ace, and Ginger McKenna (Stone), a streetwise chip hustler whom Ace marries and has a daughter with. The film details Ace's operation of the casino, the difficulties he confronts in his job, the Mafia's involvement with the casino, and the gradual breakdown of his relationships and standing, as Las Vegas changes over the years.
The primary characters are based on real people: Ace is inspired by the life of Frank Rosenthal, also known as ""Lefty,"" who ran the Stardust, Fremont, Marina, and Hacienda casinos in Las Vegas for the Chicago Outfit from the early 1970s until 1981. Nicky and Ginger are based on mob enforcer Anthony Spilotro and former dancer and socialite Geri McGee, respectively.
Casino was released on November 22, 1995, to mostly positive critical reception, and was a worldwide box office success. Stone's performance was singled out for acclamation, earning her a Golden Globe Award for Best Actress in a Motion Picture – Drama and a nomination for the Academy Award for Best Actress."
694,Persuasion (1995),Romance,"Persuasion is a 1995 period drama film directed by Roger Michell and based on Jane Austen's 1817 novel of the same name. In her theatrical film debut, the British actress Amanda Root stars as protagonist Anne Elliot, while Ciarán Hinds plays her romantic interest, Captain Frederick Wentworth. The film is set in 19th century England, eight years after Anne was persuaded by others to reject Wentworth's proposal of marriage. Persuasion follows the two as they become reacquainted with each other, while supporting characters threaten to interfere.
The film was adapted by the writer Nick Dear, who considered the story more mature than Austen's other novels. He characterised it as one of realism and truthfulness, particularly in telling the story of two people separated and then reunited. As Austen's narrative style conveys Anne's thoughts internally, Dear and Root felt compelled to express the character's emotions using comparatively little dialogue. Persuasion was shot in chronological order, allowing the actress to portray Anne's development from being downtrodden to happy and blossoming.
Originally the BBC was the sole producer of Persuasion, until it partnered with the American company WGBH Boston and the French company Millesime. This decision gave the production a larger budget and allowed it to be filmed at locations featured in the novel, including Lyme Regis and Bath. Michell believed this was Austen's most emotional and poignant novel, as well as her most autobiographical. While directing, he avoided what he felt was the polished, artificial feel of other 19th-century depictions, and discouraged his actors from wearing make-up or appearing too hygienic. Costume designer Alexandra Byrne produced clothing that appeared ""lived-in"", winning a BAFTA for her efforts.
Persuasion was filmed during a period of popularity for Austen's works; it was one of six adaptations of her novels produced during the mid-1990s. The film originally aired on 16 April 1995, when it broadcast on the British television channel BBC Two. Sony Pictures Classics released the film in American cinemas on 27 September 1995, as Austen's increasing popularity became apparent to Hollywood. Persuasion's cinematic release attracted the attention of film critics, and it received generally positive reviews, with many praising Root's performance. Film scholars have since observed significant changes from the source material, as well as class and gender themes."
695,Kicking and Screaming (1995),"Comedy,Drama","Kicking and Screaming is a 1995 American comedy-drama film written and directed by Noah Baumbach in his feature directorial debut. It tells of a group of college graduates who refuse to move on with their lives, each in their own peculiar way. The film stars Josh Hamilton, Chris Eigeman, Carlos Jacott, and features Eric Stoltz, Olivia d'Abo and Parker Posey. Much of the film was shot at Occidental College.
Jason Blum, Baumbach's college roommate who was producing a film for the first time, obtained financing after receiving a letter from family acquaintance Steve Martin endorsing the script. Blum attached the letter to copies of the script he sent around Hollywood. The film premiered in 1995 at the New York Film Festival to critical acclaim. Baumbach was chosen as one of Newsweek's ""Ten New Faces of 1996"".  The film appeared in several ""Top Ten"" lists, and had a lengthy run playing on the Sundance Film Channel.  The Criterion Collection DVD was released August 22, 2006 in the U.S."
